"","date","fitted_values","predicted_lower","predicted_upper","exports","residuals"
"1",2018-02-01,102.765861179672,100.394667930843,105.169983012415,103.205309685163,0.439448505491157
"2",2018-03-01,101.58948513344,99.1637303644898,104.016852123906,105.775584626117,4.1860994926774
"3",2018-04-01,102.845132122187,100.204637769531,105.431927636852,102.675027297884,-0.170104824303337
"4",2018-05-01,100.403165472309,97.8923309680129,102.958192363225,101.358660216508,0.955494744198887
"5",2018-06-01,99.574921466871,96.9530390922492,102.262989244968,102.476051870354,2.90113040348317
"6",2018-07-01,102.609615772804,100.170194128878,105.041223446892,98.9865006831916,-3.62311508961244
"7",2018-08-01,95.3044385395384,92.9345723060611,97.6795081020387,95.3741636765968,0.0697251370584127
"8",2018-09-01,103.131069367923,100.527854941248,105.807537510986,99.1699765829061,-3.96109278501703
"9",2018-10-01,93.9057307704611,91.2368158948012,96.6271522503949,97.2012894540386,3.29555868357748
"10",2018-11-01,96.7962097660391,94.4891640492622,99.1305012251079,98.2132183134626,1.41700854742349
"11",2018-12-01,96.8380195180659,94.414459376417,99.2673263871984,97.8094042020879,0.971384684021956
"12",2019-01-01,93.6652853704466,91.042598277778,96.2998180408152,97.6497441489682,3.98445877852163
"13",2019-02-01,97.8856320266961,95.145693590812,100.624311141516,95.5081957394548,-2.3774362872413
"14",2019-03-01,97.638765506444,95.1480407377989,100.114426353998,95.9017943445621,-1.73697116188188
"15",2019-04-01,95.2894979679889,92.8646335881641,97.729522024232,97.1580475170567,1.86854954906779
"16",2019-05-01,94.7807955247182,92.1482886819999,97.45433256996,92.5480935583079,-2.23270196641026
"17",2019-06-01,94.9108137567004,92.468952704025,97.3445802167587,93.820940917158,-1.08987283954245
"18",2019-07-01,94.0912850802529,91.7275849752046,96.4492184108934,93.0709745809534,-1.02031049929946
"19",2019-08-01,90.1458282607737,86.992557368473,93.1572714564805,92.1361958925212,1.9903676317475
"20",2019-09-01,92.6262843677283,90.0978963820906,95.1501340981955,93.820525707586,1.19424133985767
"21",2019-10-01,89.1449552030928,86.6034517866692,91.6795851943324,95.5833271018834,6.43837189879056
"22",2019-11-01,91.0786283108109,88.7319527439519,93.4491594317649,94.4057766503862,3.32714833957537
"23",2019-12-01,92.9137363708502,90.4131953219831,95.4343633243127,95.0039970311041,2.09026066025393
"24",2020-01-01,98.359502473093,95.9141568123338,100.821710282045,95.2135279560309,-3.1459745170621
"25",2020-02-01,95.2060252321083,92.6321956801863,97.7582181324308,97.0881730741892,1.88214784208091
"26",2020-03-01,90.7268031891848,88.1264235353291,93.3550720765761,94.1074904142302,3.38068722504538
"27",2020-04-01,88.7983330350824,86.3399889032688,91.2498158348778,87.9570013451357,-0.841331689946713
"28",2020-05-01,85.2143376957354,82.7618705576745,87.6356545068533,82.8724153430689,-2.34192235266651
"29",2020-06-01,86.174040154688,83.824375641765,88.4935869986722,81.0566484690741,-5.11739168561397
"30",2020-07-01,87.8924061867135,85.5437277040399,90.2363344701717,88.4374520314078,0.545045844694343
"31",2020-08-01,87.1896036909215,84.8875851755429,89.4732921806333,86.6674669445576,-0.522136746363927
"32",2020-09-01,87.5506211239676,85.1634720330466,89.9467405132917,87.9888335597321,0.438212435764456
"33",2020-10-01,88.5695558687379,86.1920634629554,90.9555808581114,91.3521920418935,2.78263617315564
"34",2020-11-01,88.2159663101488,85.934572118736,90.4981950982149,93.4826595837199,5.26669327357109
"35",2020-12-01,87.6152781903869,85.2809598138536,89.9538514126584,87.9075408040352,0.292262613648305
"36",2021-01-01,89.008221342701,86.608264554575,91.3953875055818,87.0840448880043,-1.92417645469665
"37",2021-02-01,89.1734320082273,86.8849619827295,91.4537096844916,90.165449097199,0.992017088971636
"38",2021-03-01,87.5972178801416,85.3286639077494,89.8514495071374,86.2391700551937,-1.3580478249479
"39",2021-04-01,89.6156539965683,87.2720405144773,91.9955093583661,88.8341335853697,-0.781520411198585
"40",2021-05-01,84.4753767627709,82.1816388024185,86.7450174576819,89.495322917939,5.01994615516803
"41",2021-06-01,84.9299500123328,82.4624681990566,87.378215606005,83.4087407375872,-1.5212092747456
"42",2021-07-01,85.6473319620564,83.2478691356799,88.0778534239974,86.6458575770755,0.998525615019105
"43",2021-08-01,83.0241733103344,80.5553662965248,85.4958689150292,85.8736742957699,2.84950098543547
"44",2021-09-01,85.9099192179478,83.6089428141348,88.2007240880567,81.2304334276325,-4.67948579031537
"45",2021-10-01,83.2128302296143,80.6785124385179,85.790260487396,80.8513297570453,-2.36150047256905
"46",2021-11-01,83.2032509545754,80.7351677585742,85.6787853766866,83.5187210687738,0.315470114198405
"47",2021-12-01,79.8632019858152,77.2588549286757,82.4039846018696,72.548307005958,-7.3148949798572
"48",2022-01-01,85.5450357178777,83.2311789391178,87.8686311469866,88.6855877220388,3.14055200416111
"49",2022-02-01,85.3152953684917,82.9706997113044,87.6318408177401,87.5122372076738,2.19694183918212
"50",2022-03-01,85.4140548658699,83.0683687246741,87.7492875052911,84.34627836732,-1.06777649854988
"51",2022-04-01,84.9047290532041,82.2368118217196,87.5352055874882,86.4090372212661,1.50430816806202
"52",2022-05-01,86.1211617632385,83.733057324104,88.5240892955527,92.4405351143147,6.31937335107622
"53",2022-06-01,87.7415571634214,85.1800138865177,90.324310412196,89.3398006553876,1.59824349196623
"54",2022-07-01,85.6212221031452,83.3447623975437,87.90775447195,83.7059459341014,-1.91527616904378
"55",2022-08-01,85.9902632237356,83.695559461852,88.3134288399259,87.9396333571376,1.94937013340203
