"","date","fitted_values","predicted_lower","predicted_upper","CANA_rate","residuals"
"53",2022-06-01,0.216639846971412,-0.895639132055442,1.34031434409334,0.168884455829343,-0.0477553911420692
"54",2022-07-01,0.238170940561474,-0.876899356454047,1.36245536439032,0.320792079207925,0.0826211386464509
"55",2022-08-01,0.17924410981667,-0.929877057904905,1.29199305673748,0.169752477201839,-0.00949163261483038
"56",2022-09-01,0.212523210940289,-0.903768138596106,1.32921024301094,0.124424326363331,-0.0880988845769577
"57",2022-10-01,0.453176774545753,-0.658589033418755,1.57156054369581,-0.0326137686334432,-0.485790543179196
"58",2022-11-01,0.323289823250362,-0.777691630262689,1.42493259506041,0.0579364499018619,-0.2653533733485
"59",2022-12-01,0.266148177918394,-0.829635005468395,1.36675075868385,0.0314811899889734,-0.23466698792942
"60",2023-01-01,0.0481204712611215,-1.05429996392623,1.14902635092628,-0.069686411149834,-0.117806882410955
"61",2023-02-01,0.229259816007556,-0.863841774778983,1.32660039189274,0.0551131506726218,-0.174146665334935
"62",2023-03-01,0.779467207109529,-0.317482743014797,1.882236616566,-0.0725069415560409,-0.85197414866557
"63",2023-04-01,0.678341037277398,-0.418170889521691,1.77602434534851,0.0354360604100417,-0.642904976867356
"64",2023-05-01,0.68918837538905,-0.407509966337082,1.79076533317973,0.232783050694984,-0.456405324694067
"65",2023-06-01,0.687819552065377,-0.438043532369573,1.81990720165074,0.0347802672470898,-0.653039284818287
"66",2023-07-01,0.865803466753071,-0.246588728788678,1.98754712122377,-0.232161683228289,-1.09796514998136
"67",2023-08-01,0.469938569801298,-0.670339273179566,1.62710514985156,0.0725085717497693,-0.397429998051529
"68",2023-09-01,0.905781690463642,-0.22665870522678,2.03908384392958,0.160077286437241,-0.745704404026401
"69",2023-10-01,-0.0509152608589668,-1.18413787502569,1.07571487734179,0.256275094771299,0.307190355630266
"70",2023-11-01,0.539284048717779,-0.553358486454021,1.63401146101468,0.16388766144055,-0.37539638727723
"71",2023-12-01,0.558936525081125,-0.577241101093489,1.69171383643848,0.231747769078705,-0.32718875600242
"72",2024-01-01,-0.372141722830211,-1.55600249031872,0.80582825658898,0.142627124782012,0.514768847612223
"73",2024-02-01,0.205206160471763,-0.911428431871379,1.33222084784559,-0.0367186848034635,-0.241924845275227
"74",2024-03-01,0.464527439916527,-0.634505218263176,1.56724640638365,0.101291748061805,-0.363235691854722
"75",2024-04-01,0.223349337783742,-0.882403328995745,1.32696312459143,0.0289112147714109,-0.194438123012331
"76",2024-05-01,-0.833270185290142,-2.09524205256892,0.433145085320661,NA,NA
"77",2024-06-01,-1.64443008762531,-3.11849781464815,-0.152483180545598,NA,NA
"78",2024-07-01,-2.14470952216671,-3.95294922250982,-0.30070241075958,NA,NA
