"","date","fitted_values","predicted_lower","predicted_upper","imports","residuals"
"1",2018-02-01,104.323200223604,99.3301492784345,109.339696461285,104.812095697575,0.488895473970999
"2",2018-03-01,97.410344035495,92.0972106027797,102.634848030297,87.5446616803472,-9.86568235514774
"3",2018-04-01,98.7685257169266,93.4814511515585,104.032710720996,95.1708934449487,-3.59763227197789
"4",2018-05-01,100.078013936716,94.9450283558872,105.183113819785,102.182644586838,2.10463065012171
"5",2018-06-01,95.6461072508032,90.8327941582268,100.459170113937,97.6777873221813,2.03168007137806
"6",2018-07-01,98.0795345907976,93.2912834771977,102.909732238416,100.30861002777,2.22907543697237
"7",2018-08-01,95.6993615464423,90.7784475621888,100.669076058012,96.9026026890279,1.20324114258564
"8",2018-09-01,97.7144206733735,92.4534769577723,103.093819726477,98.2404427573378,0.526022083964264
"9",2018-10-01,99.3030069229591,94.3168574093771,104.312164573936,106.607515410871,7.30450848791197
"10",2018-11-01,100.949629832176,95.9128050270311,105.991261432874,100.918446145622,-0.0311836865536748
"11",2018-12-01,98.1183762035664,92.9480073844459,103.329232538387,106.695352649343,8.57697644577659
"12",2019-01-01,100.00521972009,94.9658695976837,105.067164571724,103.030089653523,3.0248699334331
"13",2019-02-01,96.2132765112098,91.3157314334272,101.149811247234,98.7195404003237,2.50626388911382
"14",2019-03-01,87.9375482534394,82.7913583040511,93.0743045326271,86.2716827473526,-1.66586550608687
"15",2019-04-01,90.1251071244236,84.7458026989081,95.4820515170122,91.464746048682,1.33963892425845
"16",2019-05-01,86.5747496856481,81.2353680380024,91.9636638689724,93.7982369206269,7.22348723497879
"17",2019-06-01,95.44194451919,90.4850684381612,100.409850128823,89.1943685343375,-6.2475759848525
"18",2019-07-01,95.8354108647416,90.6329309192901,101.039002642181,98.3638212235946,2.52841035885302
"19",2019-08-01,94.5368883995906,89.6813841895567,99.4137553670901,89.9984837576469,-4.53840464194371
"20",2019-09-01,94.1112645582647,89.0790057903924,99.1609301487263,88.8784574790145,-5.23280707925026
"21",2019-10-01,88.232555468717,82.3780474789957,94.2157497767819,87.162646288297,-1.06990918041997
"22",2019-11-01,98.1575377185274,93.2342802539129,103.076861810693,86.430223698068,-11.7273140204593
"23",2019-12-01,93.8815284197672,88.806211567804,98.9958918698926,87.1089982298505,-6.77253018991671
"24",2020-01-01,96.9204590549382,91.6590345270699,102.209307345987,92.1905616751771,-4.72989737976108
"25",2020-02-01,85.114177831338,79.4852593957336,90.7542350467139,79.7054879451194,-5.40868988621865
"26",2020-03-01,81.8133737200606,76.4209007571894,87.1405665958514,73.5725521602587,-8.24082155980192
"27",2020-04-01,81.2483529459236,75.9573750303372,86.5133161988657,83.8258611826345,2.57750823671098
"28",2020-05-01,84.8877095678351,79.8887544590332,89.8691542003651,72.8793126487304,-12.0083969191047
"29",2020-06-01,90.0330937700138,85.1286488887707,94.9259579654812,84.0241242909328,-6.00896947908096
"30",2020-07-01,92.6504607900253,87.7618360556,97.5542699634941,94.1050569300248,1.45459613999954
"31",2020-08-01,92.873586074176,88.1026145872035,97.6512804907163,94.6024741409275,1.72888806675155
"32",2020-09-01,99.378814553368,94.3407286533237,104.438748211122,100.757128249173,1.37831369580482
"33",2020-10-01,100.449806887747,95.4192127857227,105.531376815942,100.969281510783,0.519474623036587
"34",2020-11-01,96.8766989080922,92.0333641115209,101.722893608932,100.580508544561,3.7038096364689
"35",2020-12-01,101.471031548578,96.624569089899,106.341536568044,103.244337319911,1.77330577133347
"36",2021-01-01,97.7094476460138,92.7373110802459,102.710707148392,94.6485822821952,-3.06086536381858
"37",2021-02-01,97.6949368766615,92.9539132175749,102.470663815877,101.531676228852,3.83673935219025
"38",2021-03-01,97.3602884842413,92.5873167543884,102.132051823101,118.188093924337,20.8278054400952
"39",2021-04-01,108.533931515624,103.559778602423,113.49614648307,106.208291866973,-2.32563964865091
"40",2021-05-01,99.4059623655134,94.6190694627341,104.191808526061,105.339040869187,5.93307850367344
"41",2021-06-01,97.4716561248649,92.7094378000287,102.23990899528,97.8183488618064,0.346692736941435
"42",2021-07-01,99.698825488794,94.7465947065635,104.637881469279,99.5958048105015,-0.103020678292438
"43",2021-08-01,103.644217906574,98.9083656691454,108.401147036879,100.698702577981,-2.94551532859273
"44",2021-09-01,105.094695181905,100.147728292835,110.019045685179,105.406074165792,0.311378983886542
"45",2021-10-01,98.729799378313,93.7336688786691,103.689690420642,98.7173403821792,-0.0124589961338728
"46",2021-11-01,104.388580254274,99.3913973972621,109.366407634121,101.383168477924,-3.00541177634966
"47",2021-12-01,102.337401901199,97.2714857658761,107.434433058495,100.89798376634,-1.4394181348591
"48",2022-01-01,105.237707576058,100.475540901084,110.022453155055,100.356870457816,-4.88083711824223
"49",2022-02-01,102.345594488514,97.5188122552705,107.188804865732,113.397485183551,11.051890695037
"50",2022-03-01,106.357091832289,101.479855835742,111.253573307534,131.432004126915,25.0749122946257
"51",2022-04-01,110.880850760541,105.501613356466,116.372025786481,116.011795918818,5.130945158277
"52",2022-05-01,114.845451961266,109.784935788806,120.000662211214,119.434709854331,4.58925789306444
"53",2022-06-01,111.171264040694,106.276108449934,116.14534843627,118.077262883172,6.90599884247739
"54",2022-07-01,111.488307126661,106.706824243091,116.297417668771,113.418038849489,1.92973172282829
"55",2022-08-01,105.500155813103,100.705279393379,110.313063928175,114.743153970856,9.24299815775376
"56",2022-09-01,102.543501181854,97.7856021257298,107.315147394665,101.577846069012,-0.965655112841873
"57",2022-10-01,101.443777483159,96.7046667648133,106.198165596474,96.7426627849548,-4.7011146982039
